 0.000000, -0.050000
 0.009600, -0.029875
 0.020000,  0.020302
 0.029600,  0.069116
 0.040000,  0.116009
 0.049600,  0.120720
 0.060000,  0.087524
 0.069600,  0.162531
 0.080000,  0.167517
 0.089600,  0.188049
 0.100000,  0.156062
 0.109600,  0.225372
 0.120000,  0.163875
 0.129600,  0.260267
 0.140000,  0.258030
 0.149600,  0.277814
 0.160000,  0.250742
 0.169600,  0.242007
 0.180000,  0.344112
 0.189600,  0.279262
 0.200000,  0.289686
 0.209600,  0.310262
 0.220000,  0.373705
 0.229600,  0.426489
 0.240000,  0.357385
 0.249600,  0.456934
 0.260000,  0.390835
 0.269600,  0.461286
 0.280000,  0.498554
 0.289600,  0.441210
 0.300000,  0.544296
 0.309600,  0.538359
 0.320000,  0.478154
 0.329600,  0.508782
 0.340000,  0.606833
 0.349600,  0.598241
 0.360000,  0.560128
 0.369600,  0.619665
 0.380000,  0.622982
 0.389600,  0.632363
 0.400000,  0.683483
 0.409600,  0.617226
 0.420000,  0.728664
 0.429600,  0.703245
 0.440000,  0.736214
 0.449600,  0.718712
 0.460000,  0.759780
 0.469600,  0.782741
 0.480000,  0.761468
 0.489600,  0.752613
 0.500000,  0.818807
 0.509600,  0.826024
 0.520000,  0.845195
 0.529600,  0.807431
 0.540000,  0.830140
 0.549600,  0.838356
 0.560000,  0.899715
 0.569600,  0.891553
 0.580000,  0.911963
 0.589600,  0.922698
 0.600000,  0.919944
 0.609600,  0.927929
 0.620000,  0.902978
 0.629600,  0.953526
 0.640000,  0.928150
 0.649600,  1.013564
 0.660000,  0.983021
 0.669600,  0.932411
 0.680000,  0.967803
 0.689600,  0.996521
 0.700000,  1.012670
 0.709600,  0.949538
 0.720000,  0.976098
 0.729600,  0.996088
 0.740000,  1.032910
 0.749600,  0.969827
 0.760000,  1.005536
 0.769600,  0.942366
 0.780000,  0.983037
 0.789600,  1.002709
 0.800000,  0.943943
 0.809600,  0.986826
 0.820000,  0.952476
 0.829600,  0.938886
 0.840000,  0.869628
 0.849600,  0.887446
 0.860000,  0.859362
 0.869600,  0.857694
 0.880000,  0.828069
 0.889600,  0.744086
 0.900000,  0.696019
 0.909600,  0.639502
 0.920000,  0.618323
 0.929600,  0.520077
 0.940000,  0.535838
 0.949600,  0.431107
 0.960000,  0.359662
 0.969600,  0.284254
 0.980000,  0.179713
 0.989600,  0.099138
 1.000000, -0.030737
